,Company Brand,Founded,HeadQuarter,Sector,What it does,Founders,Investor,Amount,Stage,Year
962,The Hosteller,2015.0,Mumbai,Hospitality,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.",Pranav Dangi,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network",30000000.0,Pre-series A,2021
963,Ruptok Fintech,2020.0,New Delhi,Finance,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",Ankur Gupta,Manuvel Malabar Jewellers,43700000.0,Pre-series A,2021
964,Dogsee Chew,2015.0,Bangalore,Food & Beverages,100% Natural Dog Treats.,"Bhupendra Khanal, Sneh Sharma",Sixth Sense Ventures,23000000.0,Pre-series A,2021
965,Advantage Club,2014.0,Gurgaon,Technology,Advantage Club is India's largest employee engagement platform.,Sourabh Deorah,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah",20000000.0,Pre-series A,2021
966,Cora Health,2020.0,Bangalore,LifeStyle,Social commerce marketplace for everyday health and wellness.,"Snigdha Kumar, Shrijit Venkatesh",Indian Angel Network,3174000.0,Pre-series A,2021
967,Battery Smart,2019.0,New Delhi,Energy,Battery Smart is building India’s largest network of battery swapping stations providing Li-ion batteries,"Pulkit Khurana, Siddharth Sikka","Blume Ventures, Orios Ventures",3174000.0,Pre-series A,2021
968,The Good Glamm Group,2021.0,Pune,Technology,South Asia’s largest Content-to-Commerce scale-up investing $100 million in fast-growing beauty & personal care brands.,"Darpan Sanghvi, Priyanka Gill, Naiyya saggi","Warburg Pincus﻿, Prosus Ventures",1500000.0,Series D,2021
969,Mosaic Wellness,2019.0,Mumbai,LifeStyle,A platform of digital first health clinics for men and women,Dhyanesh Shah,Sequoia,306900.0,Series A,2021
970,CloudFiles,2020.0,Bangalore,Technology,"Supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.","Vishesh Singhal, Ankit Gupta, Siddharth Garg",Titan Capital,3174000.0,Pre-series A,2021
971,Xpand,2021.0,New Delhi,Commerce,LMCE handholds brands and enables their reach across the UNSERVED & UNDER-SERVED pockets of the country in a SUSTAINABLE manner to drive MEASURABLE growth.,Sanjay Kaul,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal",75000000.0,Pre-series A,2021
972,Troo Good,2018.0,Hyderabad,Commerce,An FMCG company selling nutritious products at an affordable price points.,Raju Bhupati,OAKS Asset Management,3174000.0,Series A,2021
973,Prodo,2021.0,New Delhi,Commerce,"Prodo is an e-commerce platform that provides manufacturing of made-to-order, readymade and white labeled consumables for medium and large enterprises.","Sameen Husain, Abhiroop Srivastava","Titan Capital, LetsVenture",3174000.0,Pre-series A,2021
974,Unnati,2019.0,Noida,Finance,Fintech powered digital agri ecosystem,"Amit Sinha, Ashok Prasad","Incofin, NabVentures, Orios",300000.0,Series A,2021
975,Lysto,2021.0,Bangalore,Finance,"Lysto is building APIs, Tools & Infrastructure to enable the creation & distribution of NFTs across platforms with a few clicks or few lines of code.",Sadiq Ahamed,BEENEXT,3174000.0,Pre-series A,2021
976,Wakefit,2014.0,Bangalore,Commerce,"A home solutions and sleep company, currently collaborating with the world's biggest sleep influencer.","Ankit Garg, Chaitanya Ramalingegowda",SIG,1200000.0,Series C,2021
977,Buyofuel,2020.0,Coimbatore,Energy,Green Fuels Marketplace,"Kishan Karunakaran, Venkateswaran Selvan, Sumanth Kumar",Inflection Point Ventures,1100000.0,Pre-series A,2021
978,ElectricPe,2021.0,Bangalore,Transport,India's largest Electric Vehicle Charging Platform,"Avinash Sharma, Raghav Rohila","Blume Ventures, Micelio Fund",627300.0,Pre-series A,2021
979,Vayana Network,2017.0,Pune,Finance,"Vayana Network is an electronic network that connects Corporates and their Supply Chain to Financial Institutions for easy, quick and low-cost access to Trade Financing of their Payables and Receivables.",Ramaswamy Iyer,"CDC Group, Jungle Ventures, March Capital, Marshall Wace",113000000.0,Series C,2021
980,Valuationary,2020.0,Surat,Education,EdTech platform upskilling candidates to bag deserving finance job roles.,"Pratik Bajaj, Kunal Shah, Mahip Gupta","Ashish Jain, Ajay Surana",32000000.0,Pre-series A,2021
981,EyeMyEye,2021.0,Gurgaon,Beauty & Fashion,"Shop the latest Eyeglasses, Sunglasses, Power Sunglasses, Contact Lens and more.",Ganesh Iyer,2000000,600000.0,Pre-series A,2021
982,DGV,2019.0,Bangalore,Technology,NeoBanking for Bharat,Ragavan Venkatesan,"Info Edge Ventures, Omnivore",3000000.0,Pre-series A,2021
983,GuardianLink,2017.0,Chennai,Technology,Building tech infrastructure to help NFT commerce go mainstream,"Ramkumar Subramaniam, Kamesh Elangovan",Kalaari Capital,3174000.0,Series A,2021
984,Clinikk,2016.0,Bangalore,Hospitality,Transforming health insurance by building India's first managed care model,"Dr.Suraj Baliga, Bhavjot Kaur",MassMutual Ventures,3174000.0,Pre-series A,2021
985,Mensa,2021.0,Bangalore,Commerce,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",Ananth Narayanan,"Alpha Wave Ventures, Falcon Edge Capital",3174000.0,Series B,2021
986,GENLEAP,2021.0,Haryana,LifeStyle,GenLeap is India’s first self-discovery and career lifecycle management platform.,"Sachin Sandhir, Nimish Gupta, Nitin Thakur, Shweta Kataria","Vivek Vaidya, Kevin Donlon, Ayush Singh",3174000.0,Pre-series A,2021
987,Planys,2015.0,Chennai,Government,Planys is an Indian deep tech start-up creating a paradigm shift in the underwater inspection industry.,"Tanuj Jhunjhunwala, Vineet Upadhyay, Rakesh Sirikonda","Kieretsu Forum, Lets Venture, Shell",8000000.0,Pre-series A,2021
988,GoKwik,2020.0,New Delhi,Technology,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,"Chirag, Vivek Bajpai, Ankush Talwar",Sequoia Capital India,3174000.0,Series A,2021
989,Velocity,2020.0,Bangalore,Finance,"Velocity provides revenue based financing, up to Rs 3 crores, for marketing and inventory spends of online businesses.","Saurav Swaroop, Abhiroop Medhekar, Atul Khichariya",Valar Ventures,3174000.0,Series A,2021
990,SalaryBox,2020.0,Gurgaon,Finance,SalaryBox is solution that makes employee management effortless.,"Nikhil Goel, Peeyush Goyal","Y-Combinator, AME Cloud Ventures, Gokul Rajaram",3174000.0,Pre-series A,2021
991,Boingg,2019.0,Gurgaon,Commerce,D2C furniture brand,"Neha Indoria, Dhruvan Barar",Inflection Point Ventures,3174000.0,Pre-series A,2021
992,Disprz,2015.0,Mumbai,Education,An AI-powered right skilling suite that helps enterprises unlock business potential.,"Subramanian Viswanathan, Kuljit Chadha","Dallas Venture Capital, Mars Growth Capital",3174000.0,Series B,2021
993,Inzpira,2021.0,Thiruvananthapuram,Education,"Inzpira is India's only Live online 1:1 platform for Language Learning & Test Preparation that lets users instantly connect with expert trainers and learn anytime, from anywhere.","Rohith Namboothiri, Sruthy Ramesh","Raj Nair, Gopinath Latpate",3174000.0,Pre-series A,2021
994,Mindhouse,2019.0,Gurgaon,LifeStyle,Mindhouse is a Yoga & Nutrition driven personalized healthcare platform.,"Pooja Khanna, Pankaj Chaddah","Binny Bansal, General Catalyst",3174000.0,Pre-series A,2021
995,Toppersnotes,2015.0,Jaipur,Business Intelligence,"Toppersnotes is an edtech company, primarily operating in the test preparation industry.","Ayush Agarwal, Devendra Dhaka, Arpit Bansal",Inflection Point Ventures,2200000.0,Pre-series A,2021
996,NoBroker.com,2014.0,Bangalore,realestate,NoBroker is a disruptive force in the Real Estate Industry.,"Akhil Gupta, Amit, Saurabh","General Atlantic, Tiger Global, Moore Strategic Ventures",3174000.0,Series E,2021
997,Haber,2017.0,Pune,Manufacturing,"Real-time, automated insights to increase plant efficiency","Vipin Raghavan, Priya Venkat, Arjunan PN",Ascent Capital,3174000.0,Series B,2021
998,Koparo,2020.0,New Delhi,consumergoods,Koparo is a direct-to-consumer brand that is addressing the needs of modern Indian families and their homes.,Simran Khara,"Saama Capital﻿, ﻿Titan Capital﻿, DSG Consumer Partners",3174000.0,Pre-series A,2021
999,Settl,2020.0,Bangalore,realestate,Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.,"Abhishek Tripathi, Bharath Bhaskar, Ashok Reddy","ah! Ventures, We Founder Circle",3174000.0,Pre-series A,2021
1000,Park+,2019.0,New Delhi,Technology,Building an eco-system for car owners which will be a one-stop solution for all their needs.,Amit Lakhotia,"Sequoia Capital, Matrix Partners",40000000.0,Series B,2021
1001,Simple Energy,2019.0,Bangalore,Transport,A Research and development driven company on a mission to build the future of mobility that is electric and connected.,Suhas Rajkumar,Unknown,296000000.0,Pre-series A,2021
1002,Spinny,2015.0,Gurgaon,Transport,Spinny is a new age used car end-to-end platform in India.,"Niraj Singh, Mohit Gupta, Ramanshu Mahaur","Abu Dhabi Growth Fund, Tiger Global",32000000.0,Series E,2021
1003,Slice,2015.0,Bangalore,Finance,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards","Rajan Bajaj, Siva Kumar Tangudu","Tiger Global, Insight Partners",3174000.0,Series B,2021
1004,21K School,2020.0,Bangalore,Education,"21K School is India's First Online School that provides a complete online school experience and personalized learning – anytime, anywhere.","Santosh Kumar, Yeshwanth Raj Parasmal, Dinesh Kumar, Joshi Kumar",Ronnie Screwvala,30000000.0,Pre-series A,2021
1005,Adda247,2016.0,Gurgaon,Education,"The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II, tier III including online courses for  competitive exams","Anil Nagar, Saurabh Bansal",WestBridge Capital,3174000.0,Series B,2021
1006,Rupifi,2020.0,Bangalore,Finance,Embedded Lending for Small Businesses,"Jawaid Iqbal, Dhruv Bhushan",Alteria Capital,3174000.0,Debt,2021
1007,RENEE Cosmetics,2019.0,Ahmedabad,Beauty & Fashion,"RENÉE Cosmetics is an Indian makeup brand empowering bold & beautiful women with innovative, cruelty-free products.","Priyank Shah, Ashutosh Valani, Aashka Goradia Goble","Equanimity Ventures, 9Unicorns",8000000.0,Pre-series A,2021
1008,Svish,2020.0,Gurgaon,consumergoods,D2C personal hygiene startup,"Ishan, Jaideep Mahajan",Nueva,5500000.0,Pre-series A,2021
1009,Progcap,2016.0,New Delhi,Finance,"Progcap (Desiderata Impact Ventures Private Limited) is a mission-driven, inclusive financing technology firm","Pallavi Shrivastava, Himanshu Chandra",Tiger Global,1000000.0,Series C,2021
1010,D’Moksha Homes,2020.0,Mumbai,Beauty & Fashion,"Artisans handcraft exquisite and environment-friendly home linens using only the most sustainable fabrics like linen, hemp, and lyocell.","Nimisha, Manav Dhanda","Apoorva Sharma, The Chennai Angels, Karthik Bhat",3174000.0,Pre-series A,2021
1011,ANS Commerce,2017.0,Gurgaon,Commerce,ANS Commerce is India’s #1 full-stack e-commerce enabler helping brands sell online.,"Amit Monga, Nakul Singh, Vibhor Sahare, Sushant Puri","Gokul Rajaram, Venture Catalysts",3174000.0,Pre-series A,2021
1012,GramCover,2016.0,Noida,Finance,GramCover is a tech-enabled insurance marketplace for rural India.,Dhyanesh Bhatt,"Siana Capital, Inflexor Ventures, Stride Ventures",3174000.0,Series A,2021
1013,Licious,2015.0,Bangalore,Food & Beverages,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.","Vivek Gupta, Abhay",Unknown,3174000.0,Series G,2021
1014,Chalo,2014.0,Mumbai,Transport,India’s #1 bus transport technology company.,"Vinayak Bhavnani, Mohit Dubey","Lightrock India, Filter Capital",3174000.0,Series C,2021
1015,Sunstone Eduversity,2011.0,Gurgaon,Education,Sunstone Eduversity is a one-of-its-kind business school operating in an asset-light model since 2011.,"Ashish Munjal, Piyush Nangru",WestBridge Capital,3174000.0,Series B,2021
1016,Ozonetel,2007.0,Hyderabad,Telecommunications,Ozonetel is leading Cloud Telephony solution provider.,"CSN Murthy, Atul Sharma",Stakeboat Capital,15000000.0,Series A,2021
1017,CoinSwitch Kuber,2017.0,Bangalore,Finance,"CoinSwitch Kuber is the largest crypto trading platform in India with a user base of 10M+, in just 15 months and growing every second.","Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Coinbase Ventures, Andreessen Horowitz",3174000.0,Series C,2021
1018,Pazcare,2020.0,Bangalore,Finance,Paz Care is India's leading Employee Benefits & Health insurance platform,"Sanchit Malik, Manish Mishra","BEENEXT, 3one4 Capital",3174000.0,Pre-series A,2021
1019,kWh Bikes,2020.0,Bangalore,Transport,Building India’s strongest and smartest electric 2 wheelers,"Siddharth Janghu, Kartik Gupta, Anupriya","Let’s Venture, Better Capital",3174000.0,Pre-series A,2021
1020,IBSFINtech,2006.0,Bangalore,Technology,"Driving Digitization & Automation of Cash & Liquidity, Risk, Treasury & Trade Finance functions of the Corporate.","C M Grover, TM Manjunath",Unknown,3000000.0,Pre-series A,2021
1021,Twin Health,2018.0,Chennai,LifeStyle,Twin Health invented the Whole Body Digital Twin™ to help reverse and prevent chronic metabolic diseases.,Jahangir Mohammed,"Sequoia Capital India, ICONIQ Capital, Perceptive Advisors",3174000.0,Series C,2021
1022,Trica,2021.0,Mumbai,Finance,Powering private markets - A technology platform for startups and investors.,Nimesh Kampani,LetsVenture,3174000.0,Pre-series A,2021
1023,mHealth,2020.0,New Delhi,LifeStyle,mHealth  is AI based corporate wellness platform  to spread happiness & well-being,"Rajesh Munjal, Balwinder Singh, Monika Garg",India Accelerator,3174000.0,Pre-series A,2021
1024,Rebel Foods,2011.0,Mumbai,Technology,"World’s largest internet restaurant company. Building Unique, Memorable, Delightful & Sure delivery-only restaurants.","Jaydeep Barman, Kallol Banerjee.",Qatar Investment Authority,982530.0,Series F,2021
1025,ProfitWheel,2020.0,Mumbai,Business Intelligence,ProfitWheel's belief is that only a fraction of customers drive the most profitability for a brand - and we want to help increase their high value customer base.,"Vivek Bhargava, Gautam Mehra, Aman Khanna","Netcore Cloud, Vallabh Bhansali, Jimmy Mahtani",200000000.0,Pre-series A,2021
1026,Ishitva,2018.0,Ahmedabad,Technology,"Sort to create value’ using #AI, #Robotics and #AirSorter to achieve a #circulareconomy with environmental benefits.",Jitesh Dadlani,Inflection Point Ventures,12000000.0,Pre-series A,2021
1027,leap.club,2014.0,Gurgaon,Government,A community-led professional network for women,"Ragini Das, Anand Sinha","Enzia Ventures, Kunal Shah",210000000.0,Pre-series A,2021
1028,F5,2018.0,New Delhi,Commerce,One-Stop Solution for Daily Workplace Needs,"Raghav Arora, Lalit Aggarwal",Auxano Capital,3174000.0,Pre-series A,2021
1029,ForeignAdmits,2018.0,Bangalore,Education,“foreignadmits” aims at addressing one of the biggest problems of personalized mentoring for students aiming to pursue higher education and eventually become an expert in their desired discipline of study.,"Nikhil Jain, Ashwini Jain",Unicorn India Ventures,60000000.0,Pre-series A,2021
1030,SALT,2019.0,Bangalore,Finance,Salt is a neo-banking experience created to cater to international businesses.,"Ankit Parasher, Udita Pal","Prashant Pansare, Supermorpheus",3174000.0,Pre-series A,2021
1031,EarnWealth,2014.0,Pune,Finance,"EarnWealth is India's First Social Commerce FinTech which enables Financial Consultants, Mutual Fund Distributors, Insurance Agents, Real Estate Consultants, Housewives, Retired People and Students to earn quick money by selling Loans, Credit Cards",Rajesh P Nair,Unknown,3174000.0,Pre-series A,2021
